n,shortcode,url,caption,cuenta,fecha,views,likes,comments,duracion_seg,transcripto
137,DXCevDjRA2-,https://www.instagram.com/p/DXCevDjRA2-/,Comenta “RETO”👇 para entrar en el grupo de WhatsApp y ver cómo hago que 4 personas ganen 100.000 seguidores en 30 días,@herasmedia,2026-04-12,69017,1577,403,51,no
138,CoS1bubM-mX,https://www.instagram.com/p/CoS1bubM-mX/,El increíble resultado que causó un pepino 🥒,@victorherasemprendedor,2023-02-05,68828,1839,373,65,no
139,DMK_r20x6hc,https://www.instagram.com/p/DMK_r20x6hc/,Comenta “CLASE” y te la envío antes de que la borre,@herasmedia,2025-07-16,68797,1391,1121,63,no
140,Cnm-mEFIxxt,https://www.instagram.com/p/Cnm-mEFIxxt/,Que coñ* suena esta historia 😎 Quiero saber tu opinión 👇,@victorherasemprendedor,2023-01-19,68392,2862,42,52,no
141,DT014SLEWdm,https://www.instagram.com/p/DT014SLEWdm/,"Escribe la palabra ""VIRAL"" en comentarios para decirte cómo hacerte viral según tu nicho 👇",@herasmedia,2026-01-22,67619,1640,282,65,no
142,DYz3ebCxI4b,https://www.instagram.com/p/DYz3ebCxI4b/,"Comenta ""VIRAL""👇si quieres aprender a cómo hacerte viral en tu nicho, y te mando el plan exacto según tu nicho",@herasmedia,2026-05-26,66833,2576,1088,37,no
143,CszCAf5RyLz,https://www.instagram.com/p/CszCAf5RyLz/,"Entre el sucio y el limpio, ¿voy por el sucio?",@victorherasemprendedor,2023-05-28,66794,1574,21,69,no
144,DOwEJzYEdtf,https://www.instagram.com/p/DOwEJzYEdtf/,"Si quieres aplicar esta metodología en tu cuenta, comenta ""ALFREDO"" en este video👇🏼",@herasmedia,2025-09-18,65744,1504,953,77,no
145,DY5Ds1wppep,https://www.instagram.com/p/DY5Ds1wppep/,"Si quieres saber cuántos vídeos publicar según tu nicho y tu caso, comenta ""VIDEO""👇 y te explico cuantos vídeos debes publicar por semana",@herasmedia,2026-05-28,65538,2441,578,68,no
146,DRkv9LUkRxX,https://www.instagram.com/p/DRkv9LUkRxX/,"Si quieres crear contenido con un alto RI para tu nicho, comenta tu nicho 👇",@herasmedia,2025-11-27,65143,1501,895,89,no
147,DSVZIOYkc5d,https://www.instagram.com/p/DSVZIOYkc5d/,"Comenta ""CONSULTA"" 👇para tener una llamada 1 a 1 conmigo, y darte el plan para llegar a 100.000 seguidores en Instagram",@herasmedia,2025-12-16,64805,1684,373,62,no
148,Cqi5CpwOtRD,https://www.instagram.com/p/Cqi5CpwOtRD/,"Tus clientes potenciales no te quieren y prefieren escoger a otro, por esta razón. 👇",@victorherasemprendedor,2023-04-02,64214,2106,21,59,no
149,CqWAh3-tcse,https://www.instagram.com/p/CqWAh3-tcse/,3 Principios infalibles para nunca perder una discusión 👇😉,@victorherasemprendedor,2023-03-28,64153,2156,34,69,no
150,CrRLVP4Jvxk,https://www.instagram.com/p/CrRLVP4Jvxk/,Te olvidas de lo más importante ⚠️ Mira este video para que tus clientes potenciales te escuchen desde ahora.,@victorherasemprendedor,2023-04-20,62879,3060,23,56,no
151,DM567LgRgZ0,https://www.instagram.com/p/DM567LgRgZ0/,Comenta “CLASE” y te la envío,@herasmedia,2025-08-03,62011,1276,1285,50,no
152,Cj8l6QupbYT,https://www.instagram.com/p/Cj8l6QupbYT/,Así funciona realmente.,@victorherasemprendedor,2022-10-20,61984,1958,262,83,no
153,Cp-_A7FP5Mu,https://www.instagram.com/p/Cp-_A7FP5Mu/,Muchas preguntas interesantes están resueltas aquí 🔥👇 sólo debes escribir “LIBRO” para adquirir información 📚,@victorherasemprendedor,2023-03-19,61665,1876,232,67,no
154,DYkgo6YRF03,https://www.instagram.com/p/DYkgo6YRF03/,Comenta 👇“YO” y te explico cómo puedes hacerlo en tu caso en concreto,@herasmedia,2026-05-20,61142,2032,922,52,no
155,DbGxUGlzRsP,https://www.instagram.com/p/DbGxUGlzRsP/,"Si quieres saber cómo hacer ideas para tu nicho, comenta ""PLAN""👇 y te mando el plan de tu cuenta y tu producto en concreto",@herasmedia,2026-07-22,60362,1620,1043,68,no
156,CsmMn8yvQe9,https://www.instagram.com/p/CsmMn8yvQe9/,Esto me cambió la vida por completo 👇,@victorherasemprendedor,2023-05-23,59312,1828,27,54,no
157,CiQgpwFJYHa,https://www.instagram.com/p/CiQgpwFJYHa/,Consiguió clientes de esta manera.,@victorherasemprendedor,2022-09-08,59290,1860,87,70,no
158,CnU8LFWIOoK,https://www.instagram.com/p/CnU8LFWIOoK/,Los haters te hacen ganar más dinero y no lo sabías 💰,@victorherasemprendedor,2023-01-12,59011,2168,46,76,no
159,DQUgSh5kYYJ,https://www.instagram.com/p/DQUgSh5kYYJ/,"Comenta "" Habilidad "" 👇 para aprender la nueva habilidad online que hace que jóvenes ganen de 2.9OO€ a 5.7OO€ en 90 días",@victorherasemprendedor,2025-10-27,58923,1017,114,92,no
160,CqbJJCDt3jn,https://www.instagram.com/p/CqbJJCDt3jn/,Te muestro el truco para tener videos virales. 🚀,@victorherasemprendedor,2023-03-30,58622,1958,20,63,no
161,DO31AggEQkd,https://www.instagram.com/p/DO31AggEQkd/,"Si tú también quieres ganar $35.000 comenta la palabra ""YO"" en este video👇",@herasmedia,2025-09-21,58440,1071,656,89,no
162,DVoZqlnkRw-,https://www.instagram.com/p/DVoZqlnkRw-/,"Si quieres saber cómo puedes ganar 100.000 seguidores y 20.000€/mes en menos de 90 días, comenta ""PLAN""👇",@herasmedia,2026-03-08,58027,2406,676,48,no
163,CodFkhAufTs,https://www.instagram.com/p/CodFkhAufTs/,Esta es la clave para generar contenido potente en redes sociales.,@victorherasemprendedor,2023-02-09,57428,2094,60,70,no
164,DaIt1H5RJfl,https://www.instagram.com/p/DaIt1H5RJfl/,"Si quieres aprender a cómo hacer contenido viral para tu nicho en concreto, comenta ""PUNTO""👇 y te digo cómo hacerlo",@herasmedia,2026-06-28,57293,1725,518,71,no
165,Cnz5vrqLPj_,https://www.instagram.com/p/Cnz5vrqLPj_/,"Tener más huevos te hará ganar más dinero, aquí te explico el motivo 😉👇",@victorherasemprendedor,2023-01-24,57268,2230,35,59,no
166,Cq00pmEstuH,https://www.instagram.com/p/Cq00pmEstuH/,Ganar dinero no es difícil 😉 solo hace falta que pierdas ese factor que te hace estancarte.,@victorherasemprendedor,2023-04-09,57017,2085,24,59,no
167,CshD3_bP3B1,https://www.instagram.com/p/CshD3_bP3B1/,4 Cosas que debes saber para alcanzar el éxito.,@victorherasemprendedor,2023-05-21,56882,1760,14,58,no
168,DW4OpcBRpzB,https://www.instagram.com/p/DW4OpcBRpzB/,Comenta “RETO”👇 para entrar en el grupo de WhatsApp y ver cómo hago que 4 personas ganen 100.000 seguidores en 30 días,@herasmedia,2026-04-08,56759,1670,745,50,no
169,DaBAES4xV7U,https://www.instagram.com/p/DaBAES4xV7U/,"Comenta la palabra ""CLASE""👇 y te explico a cómo hacer el contenido, cómo hacer los guiones y las ideas",@herasmedia,2026-06-25,56567,1866,748,38,no
170,CkgsYiwpH8a,https://www.instagram.com/p/CkgsYiwpH8a/,Link de registro a la Masterclass en mi BIO 👆,@victorherasemprendedor,2022-11-03,56556,1691,542,77,no
171,CrG1DVGJtJA,https://www.instagram.com/p/CrG1DVGJtJA/,Este es un método infalible para que tu marca dispare 🚀,@victorherasemprendedor,2023-04-16,56228,2099,12,63,no
172,CiqNcuMJgme,https://www.instagram.com/p/CiqNcuMJgme/,¿Conocías este método?,@victorherasemprendedor,2022-09-18,55721,1704,102,67,no
173,CncrWpFoMDg,https://www.instagram.com/p/CncrWpFoMDg/,Les importa una m# si te gusta tu propio producto. Fíjate en esto 👇,@victorherasemprendedor,2023-01-15,54312,1537,23,65,no
174,DUEBkW9kcvn,https://www.instagram.com/p/DUEBkW9kcvn/,"Si quieres saber cómo hice videos virales para cada cliente, comenta tu nicho👇",@herasmedia,2026-01-28,54229,1148,339,51,no
175,Cr9A0A-ugx4,https://www.instagram.com/p/Cr9A0A-ugx4/,Si no aplicas esta técnica nunca serás viral.,@victorherasemprendedor,2023-05-07,54225,1730,26,35,no
176,DZ2um57xOVH,https://www.instagram.com/p/DZ2um57xOVH/,"Si quieres aprender a cómo usarla IA para tu contenido, comenta ""IA""👇",@herasmedia,2026-06-21,53525,1649,1275,87,no
177,Db3JjJyRszs,https://www.instagram.com/p/Db3JjJyRszs/,"Comenta ""BERNARDO""👇 si quieres que te mande la mentoria donde explico cómo lo hizo y como lo puedes hacer con tu cuenta tú también",@herasmedia,2026-08-10,52617,1365,1199,61,no
178,DUgUSftEaaP,https://www.instagram.com/p/DUgUSftEaaP/,"Si quieres conseguir videos virales para tu cuenta de Instagram comenta ""VIRAL""👇",@herasmedia,2026-02-08,52298,1424,385,32,no
179,CoLB69tOtjE,https://www.instagram.com/p/CoLB69tOtjE/,Fracasas por esto ⚠️ y no te das cuenta.,@victorherasemprendedor,2023-02-02,51661,1893,32,42,no
180,CkWS2M8pkq3,https://www.instagram.com/p/CkWS2M8pkq3/,Si tienes un negocio debes saber esto.,@victorherasemprendedor,2022-10-30,51245,1901,14,60,no
181,DWwp-HPxIF_,https://www.instagram.com/p/DWwp-HPxIF_/,"Comenta ""RETO""👇 para ver cómo 4 personas gana 100K seguidores en 30 días",@herasmedia,2026-04-05,51129,1109,843,32,no
182,DV6hMOYkVAT,https://www.instagram.com/p/DV6hMOYkVAT/,"Si quieres saber qué contenido publicar con tu cuenta de Instagram, comenta ""CALIDAD""👇",@herasmedia,2026-03-15,51045,1357,646,68,no
183,DVbq84ckWUi,https://www.instagram.com/p/DVbq84ckWUi/,"Si quieres aprender a crear un sistema de contenidos para llegar a 100.000 seguidores, comenta ""PLAN""👇",@herasmedia,2026-03-03,50389,1720,895,49,no
184,DbBnb0GxDzS,https://www.instagram.com/p/DbBnb0GxDzS/,"Comenta ""100K""👇 para mandarte la clase de cómo pasar de 10.000 a 100.000 seguidores",@herasmedia,2026-07-20,50030,1325,806,86,no
185,CrL_HMar1pN,https://www.instagram.com/p/CrL_HMar1pN/,"Si escuchas más a tu cliente, venderás más 😉 ¡Comprobado 100%!",@victorherasemprendedor,2023-04-18,49939,2314,32,66,no
186,DansxJ5R9CS,https://www.instagram.com/p/DansxJ5R9CS/,"Comenta ""VIRAL""👇 y te mando la metodología con la que Bernardo ganó +800.000 seguidores en 2 meses",@victorherasemprendedor,2026-07-10,49892,1319,348,69,no
187,DbQ5A3dxNZ-,https://www.instagram.com/p/DbQ5A3dxNZ-/,"Si tú también quieres la misma estructura de guiones comenta ""GUIÓN""👇 y te la mando",@herasmedia,2026-07-26,49135,1499,935,79,no
188,Cn7jsWeOzcy,https://www.instagram.com/p/Cn7jsWeOzcy/,“No me interesa como te llames” es la opinión del 99.9% de tus clientes potenciales.,@victorherasemprendedor,2023-01-27,48683,1682,25,60,no
189,CkJcH4npIgl,https://www.instagram.com/p/CkJcH4npIgl/,Impresionante pero efectivo.,@victorherasemprendedor,2022-10-25,48393,2095,39,80,no
190,CmM_1Gqs3X9,https://www.instagram.com/p/CmM_1Gqs3X9/,Es una oportunidad para crecer.,@victorherasemprendedor,2022-12-15,48178,1834,24,41,no
191,CivWagcpqVT,https://www.instagram.com/p/CivWagcpqVT/,Aumenta el precio de tu producto por esta razón.,@victorherasemprendedor,2022-09-20,48012,1791,96,68,no
192,Crq-DHqOnV_,https://www.instagram.com/p/Crq-DHqOnV_/,¿Culpar a los demás funciona?,@victorherasemprendedor,2023-04-30,47505,1910,15,78,no
193,CrgrGCBLmjX,https://www.instagram.com/p/CrgrGCBLmjX/,Soy un tonto motivado ¿por qué?,@victorherasemprendedor,2023-04-26,46771,1954,32,49,no
194,CkyvgzBsgie,https://www.instagram.com/p/CkyvgzBsgie/,"Escribe ""MÁSTER"" 👇 en comentarios y te mando para que entres al Máster!",@victorherasemprendedor,2022-11-10,46584,1660,105,75,no
195,Ckbef3QA_bJ,https://www.instagram.com/p/Ckbef3QA_bJ/,Es una estrategia infalible. 😉,@victorherasemprendedor,2022-11-01,46452,2021,33,58,no
196,Ck9HqlCu4mM,https://www.instagram.com/p/Ck9HqlCu4mM/,¿Te ignoran?,@victorherasemprendedor,2022-11-14,45029,1648,25,60,no
197,DbqtZYFR78v,https://www.instagram.com/p/DbqtZYFR78v/,"Comenta ""IDEA""👇 y te mando una clase filtrada donde te explico cómo encontrar ese 5% de contenido que si funciona",@herasmedia,2026-08-05,44743,1123,1085,69,no
198,DRkbgWCjzm9,https://www.instagram.com/p/DRkbgWCjzm9/,"Si quieres aprender una habilidad con la que puedes ganar de 3.000€ - 6.000€ en menos de 90 días, comenta ""HABILIDAD"" 👇",@victorherasemprendedor,2025-11-27,44584,715,173,79,no
199,CoAvu9jJQ1x,https://www.instagram.com/p/CoAvu9jJQ1x/,¡Por eso te ignoran!,@victorherasemprendedor,2023-01-29,44348,1604,30,76,no
200,DQR24S4EQ_b,https://www.instagram.com/p/DQR24S4EQ_b/,"Comenta ""RAMON""👇 si quieres ver el método para llegar a 200.000 seguidores",@herasmedia,2025-10-26,44294,1105,678,80,no
201,CjTcG04pYlT,https://www.instagram.com/p/CjTcG04pYlT/,Te cuento un secreto.,@victorherasemprendedor,2022-10-04,43853,1456,119,84,no
202,Ck1W2Z-tofl,https://www.instagram.com/p/Ck1W2Z-tofl/,Escribe “MÁSTER” 😉👇 en comentarios y te mando para que entres al Máster!,@victorherasemprendedor,2022-11-11,43078,1022,120,67,no
203,CidMdM9JTlj,https://www.instagram.com/p/CidMdM9JTlj/,El juego ha cambiado.,@victorherasemprendedor,2022-09-13,43020,1063,83,69,no
204,CjyQOGFJs18,https://www.instagram.com/p/CjyQOGFJs18/,Saber mucho es malo…,@victorherasemprendedor,2022-10-16,42877,1414,270,72,no
205,CnuybQ2IS_O,https://www.instagram.com/p/CnuybQ2IS_O/,Puedes más de lo que crees. Solo es cuestión de dar un primer paso tío 😉,@victorherasemprendedor,2023-01-22,42383,1452,31,66,no
206,DaVljD2zA8V,https://www.instagram.com/p/DaVljD2zA8V/,Comenta “CLÍMAX” 👇 y te mando el sistema para que aprendas a cómo crear los clímax de tu contenido en concreto,@herasmedia,2026-07-03,39989,1422,1367,71,no
207,CqQ3scVoiGG,https://www.instagram.com/p/CqQ3scVoiGG/,¿Quieres ganar mucho dinero? 💰,@victorherasemprendedor,2023-03-26,39346,1486,23,64,no
208,Ci0e94Qpx5Q,https://www.instagram.com/p/Ci0e94Qpx5Q/,Con esto diseñarás acciones de marketing más efectivas y específicas.,@victorherasemprendedor,2022-09-22,38889,1167,105,89,no
209,DaOEmhnxW9b,https://www.instagram.com/p/DaOEmhnxW9b/,"Si quieres saber si tu cuenta está o no intoxicada, comenta ""CUENTA""👇 y hablamos por DM para hacer un diagnóstico",@herasmedia,2026-06-30,38577,929,483,68,no
210,Da3B8mwRoEO,https://www.instagram.com/p/Da3B8mwRoEO/,"Comenta ""VIDEO""👇 para ver la clase donde explico cómo hice $527.00/mes con mi cuenta de Instagram únicamente publicando reels e historias",@herasmedia,2026-07-16,38441,1181,352,74,no
211,DUoZHG6kcmI,https://www.instagram.com/p/DUoZHG6kcmI/,"Si quieres saber si tu cuenta está intoxicada o no, ganar 100.000 seguidores y 20.000€/Mes comenta que tipo de contenido haces👇",@herasmedia,2026-02-11,37315,1115,153,98,no
212,ClUNlafr5UM,https://www.instagram.com/p/ClUNlafr5UM/,Este empresario se fue a la mierd* por esta razón.,@victorherasemprendedor,2022-11-23,36657,1253,19,76,no
213,CkeKNW0tOkc,https://www.instagram.com/p/CkeKNW0tOkc/,VÍDEO COMPLETO EN YOUTUBE 🔴🎥,@victorherasemprendedor,2022-11-02,36491,846,32,51,no
214,DXcMXMKR8sM,https://www.instagram.com/p/DXcMXMKR8sM/,Comenta “RETO”👇 para que entres a los grupos de WhatsApp y veas toda la metodología que estoy usando con los 4 participantes,@herasmedia,2026-04-22,34357,828,253,54,no
215,ClMbWi-LeK3,https://www.instagram.com/p/ClMbWi-LeK3/,Mira esto crack.,@victorherasemprendedor,2022-11-20,33532,875,24,55,no
216,ClCNyDYsquj,https://www.instagram.com/p/ClCNyDYsquj/,Esto es lo único que interesa. #emprender #negociodigital #emprenderonline #victorheras #emprenderdesdecasa #marketingdigital #marketing #españa #emprenderespañ,@victorherasemprendedor,2022-11-16,33241,1153,36,76,no
217,DR-LRZkj5ba,https://www.instagram.com/p/DR-LRZkj5ba/,"Si quieres aprender la habilidad que está haciendo que jóvenes estén ganando de 2900€ - 5800€, comenta ""HABILIDAD"" 👇",@victorherasemprendedor,2025-12-07,31005,936,216,79,no
218,Db8pQsDR-u5,https://www.instagram.com/p/Db8pQsDR-u5/,"Comenta ""NICHO""👇 si quieres un plan personalizado para tu nicho en concreto",@herasmedia,2026-08-12,29498,716,344,43,no
219,DRPvEd4EUJU,https://www.instagram.com/p/DRPvEd4EUJU/,"Si quieres aprender la habilidad que está haciendo que jóvenes sin experiencia ganen de 2.900€ a 5.800€ comenta ""HABILIDAD"" 👇",@victorherasemprendedor,2025-11-19,28174,851,192,61,no
220,DZ8GiXSRhvB,https://www.instagram.com/p/DZ8GiXSRhvB/,"Comenta ""CUENTA” 👇 si quieres saber qué contenido subir y cómo vender con tu cuenta.",@herasmedia,2026-06-23,28075,718,140,77,no
221,Cl69jNvIdZ_,https://www.instagram.com/p/Cl69jNvIdZ_/,BUSINESS SOCIAL CUP 🏟️,@victorherasemprendedor,2022-12-08,26825,427,47,71,no
222,DZnjLkvRMwK,https://www.instagram.com/p/DZnjLkvRMwK/,Coméntame tu nicho en comentarios 👇 para explicarte cómo hacerte viral en tu nicho en concreto,@herasmedia,2026-06-15,25031,1081,97,21,no
223,Db8ouXqgYLT,https://www.instagram.com/p/Db8ouXqgYLT/,¿Sabes que es lo que hace la gente rica que la gente pobre no hace?,@victorherasemprendedor,2026-08-12,16008,596,10,51,no
224,DZF4aL4xq_r,https://www.instagram.com/p/DZF4aL4xq_r/,"Comenta ""CLASE""👇 si quieres saber cómo lo hizo Alfredo y aplicar la misma metodología con tu cuenta y te la mando",@herasmedia,2026-06-02,9138,239,124,33,no
225,DXCemKvRbqO,https://www.instagram.com/p/DXCemKvRbqO/,Comenta “RETO”👇 para entrar en el grupo de WhatsApp y ver cómo hago que 4 personas ganen 100.000 seguidores en 30 días,@herasmedia,2026-04-12,8468,251,28,51,no
226,DblylUURwVH,https://www.instagram.com/p/DblylUURwVH/,"Comenta ""VIRAL""👇 y te enseño a cómo hacerlo",@herasmedia,2026-08-03,8387,103,10,21,no
227,DQXAVAwDa9c,https://www.instagram.com/p/DQXAVAwDa9c/,Comenta HABILIDAD 👇,@victorherasemprendedor,2025-10-28,7996,347,0,93,no
228,DW4OfoQxdPX,https://www.instagram.com/p/DW4OfoQxdPX/,Comenta “RETO”👇 para entrar en el grupo de WhatsApp y ver cómo hago que 4 personas ganen 100.000 seguidores en 30 días,@herasmedia,2026-04-08,6825,301,89,50,no
229,DUs7L8MEWKN,https://www.instagram.com/p/DUs7L8MEWKN/,"Si quieres aprender a cómo hacer guiones virales para tu cuenta, comenta ""GUIÓN""👇",@herasmedia,2026-02-13,4732,105,44,91,no
230,Db6V1yBTEYN,https://www.instagram.com/p/Db6V1yBTEYN/,"Comenta 👇""RETO"" para ver cómo hacer ideas ganadoras",@herasmedia,2026-08-11,3764,104,4,56,no
231,DbJAvoNRZUN,https://www.instagram.com/p/DbJAvoNRZUN/,"Si quieres conseguir videos virales de tu nicho en concreto, comenta tu nicho para decirte exactamente cómo hacerte viral en tu propio nicho👇",@herasmedia,2026-07-23,3671,62,6,21,no
232,DboZs2vJAE6,https://www.instagram.com/p/DboZs2vJAE6/,Comenta cuál es tu nicho👇 y te digo exactamente cómo hacerte viral con tu nicho y producto en concreto.,@herasmedia,2026-08-04,3439,64,31,39,no
233,DWeeVqBxK7e,https://www.instagram.com/p/DWeeVqBxK7e/,"Si quieres ver la clase donde explico cómo puedes hacerte viral según tu nicho, comenta ""CLASE""👇",@herasmedia,2026-03-29,2723,87,23,64,no
234,Db6PCQMRW7T,https://www.instagram.com/p/Db6PCQMRW7T/,"Si quieres crecer tu cuenta de Instagram comenta ""Y0""👇 y te digo cómo hacerte viral para tu nicho y sector en concreto",@herasmedia,2026-08-11,2343,50,11,63,no
235,DbtpA3DxtCJ,https://www.instagram.com/p/DbtpA3DxtCJ/,"Si quieres saber cómo hacerlo tú también, comenta 👇""VIRAL"" y te mando una formación privada donde lo explico",@herasmedia,2026-08-06,2196,47,22,51,no
236,DPwfhD3Ea00,https://www.instagram.com/p/DPwfhD3Ea00/,Comenta “DIEGO” 👇 Si quieres ver los vídeos que hice para llegar a 500.000 seguidores y te envío la formación privada antes que la borre,@herasmedia,2025-10-13,1928,35,4,83,no
237,DW4OCw8Earm,https://www.instagram.com/p/DW4OCw8Earm/,"Comenta ""RETO""👇 para entrar en el grupo de WhatsApp y ver cómo hago que 4 personas ganen 100.000 seguidores en 30 días",@victorherasemprendedor,2026-04-08,1680,41,17,28,no
238,DXcL2oZxt5X,https://www.instagram.com/p/DXcL2oZxt5X/,"Comenta ""RETO""👇 para que entres a los grupos de WhatsApp y veas toda la metodología que estoy usando con los 4 participantes",@herasmedia,2026-04-22,1334,37,13,54,no
239,DPwfxECEUQ0,https://www.instagram.com/p/DPwfxECEUQ0/,Comenta “DIEGO” 👇 Si quieres ver los vídeos que hice para llegar a 500.000 seguidores y te envío la formación privada antes que la borre,@herasmedia,2025-10-13,853,20,2,83,no
240,DbwgWhTxHud,https://www.instagram.com/p/DbwgWhTxHud/,"Comenta 👇""CAJA"" si quieres aprender a hacer contenido viral para tu nicho y te mando una formación privada",@herasmedia,2026-08-07,609,13,1,53,no
