n,url,titulo,plataforma,cuenta,fecha,views,likes,comments,formato,transcripto
398,https://www.instagram.com/reel/DPbxTbpDpWd/,top semanal cuenta sin dato DPbxTbpDpWd,instagram,SIN DATO (CM: Valeria),2025-10-02,,,,reel,no
399,https://www.tiktok.com/@senseielsabio/video/7534046276292332805,top semanal @senseielsabio 7534046276292332805,tiktok,@senseielsabio,2025-08-01,,,,tiktok,no
400,https://www.instagram.com/reel/DRfFW1LkTmB/,top semanal @senseialma DRfFW1LkTmB,instagram,@senseialma,2025-11-19,,,,reel,no
401,https://www.instagram.com/p/DO6Z286Ddl5/,top semanal cuenta sin dato DO6Z286Ddl5,instagram,SIN DATO (CM: Fabiola),2025-09-19,,,,reel,no
402,https://vt.tiktok.com/ZSfFXN2Nk,top semanal @frasesdelsensei ZSfFXN2Nk,tiktok,@frasesdelsensei,2025-11-12,,,,tiktok,no
403,https://www.youtube.com/shorts/1sJGqchNmUs,top semanal @habitosdelsensei 1sJGqchNmUs,youtube,@habitosdelsensei,2025-08-01,,,,short,no
404,https://www.youtube.com/shorts/4xzSE2AlL0w,top semanal @elrealsensei 4xzSE2AlL0w,youtube,@elrealsensei,2025-11-26,,,,short,no
405,https://www.youtube.com/shorts/ue7kh0C4QIk,top semanal @senseisinpelo ue7kh0C4QIk,youtube,@senseisinpelo,2025-08-22,,,,short,no
406,https://vt.tiktok.com/ZSUo27KfF,top semanal @frasesdelsensei ZSUo27KfF,tiktok,@frasesdelsensei,2025-08-15,,,,tiktok,no
407,https://www.tiktok.com/@senseisinpelo_/video/7545536355070151942,top semanal @senseisinpelo 7545536355070151942,tiktok,@senseisinpelo,2025-08-29,,,,tiktok,no
408,https://www.instagram.com/reel/DQ123PGjnUd/,top semanal cuenta sin dato DQ123PGjnUd,instagram,SIN DATO (CM: María),2025-11-05,,,,reel,no
409,https://www.youtube.com/shorts/J5wQ4ya-_b8,top semanal @habitosdelsensei J5wQ4ya-_b8,youtube,@habitosdelsensei,2025-10-09,,,,short,no
410,https://www.youtube.com/shorts/HqEO7RtVVcI,top semanal @lasprimasdelsensei HqEO7RtVVcI,youtube,@lasprimasdelsensei,2025-12-03,,,,short,no
411,https://www.instagram.com/reel/DOTxtBzEY3K/,top semanal cuenta sin dato DOTxtBzEY3K,instagram,SIN DATO (CM: Valeria),2025-09-05,,,,reel,no
412,https://www.youtube.com/shorts/_Lj8CQ9b0d4,top semanal @senseielcoach _Lj8CQ9b0d4,youtube,@senseielcoach,2025-11-05,,,,short,no
413,https://vt.tiktok.com/ZSUoj8Gn7,top semanal @frasesdelsensei ZSUoj8Gn7,tiktok,@frasesdelsensei,2025-08-29,,,,tiktok,no
414,https://www.instagram.com/reel/DOoPStwkd5g/,top semanal cuenta sin dato DOoPStwkd5g,instagram,SIN DATO (CM: Valeria),2025-09-12,,,,reel,no
415,https://www.instagram.com/reel/DQzUJSvDn5z/,top semanal @senseirich_ DQzUJSvDn5z,instagram,@senseirich_,2025-11-05,,,,reel,no
416,https://www.instagram.com/reel/DRXbMC-kQQ4/,top semanal @librosdelsensei DRXbMC-kQQ4,instagram,@librosdelsensei,2025-11-19,,,,reel,no
417,https://www.tiktok.com/@senseisinpelo_/video/7542936021680344376,top semanal @senseisinpelo 7542936021680344376,tiktok,@senseisinpelo,2025-08-22,,,,tiktok,no
418,https://www.tiktok.com/@senseisinpelo_/video/7554804004497214731,top semanal @senseisinpelo 7554804004497214731,tiktok,@senseisinpelo,2025-09-26,,,,tiktok,no
419,https://www.youtube.com/shorts/0cD3HWxN3wQ,top semanal @senseialma 0cD3HWxN3wQ,youtube,@senseialma,2025-11-19,,,,short,no
420,https://www.instagram.com/p/DOY8UWjjfVZ/,top semanal cuenta sin dato DOY8UWjjfVZ,instagram,SIN DATO (CM: Fabiola),2025-09-05,,,,reel,no
421,https://vt.tiktok.com/ZSU7FNQ5T,top semanal @senseimentalidad ZSU7FNQ5T,tiktok,@senseimentalidad,2025-10-16,,,,tiktok,no
422,https://www.youtube.com/shorts/UBdxOTQjJI8,top semanal @habitosdelsensei UBdxOTQjJI8,youtube,@habitosdelsensei,2025-09-12,,,,short,no
423,https://www.instagram.com/p/DPWt40fjXr_/,top semanal cuenta sin dato DPWt40fjXr_,instagram,SIN DATO (CM: Fabiola),2025-10-02,,,,reel,no
424,https://www.tiktok.com/@senseisinpelo_/video/7554058592064720140,top semanal @senseisinpelo 7554058592064720140,tiktok,@senseisinpelo,2025-09-19,,,,tiktok,no
425,https://www.youtube.com/shorts/crs0tfMocWc,top semanal @habitosdelsensei crs0tfMocWc,youtube,@habitosdelsensei,2025-11-12,,,,short,no
426,https://www.instagram.com/p/DOykdnLEXcI/,top semanal cuenta sin dato DOykdnLEXcI,instagram,SIN DATO (CM: Fabiola),2025-09-19,,,,reel,no
427,https://www.instagram.com/reel/DQuJhs1EdKU/,top semanal cuenta sin dato DQuJhs1EdKU,instagram,SIN DATO (CM: Valeria),2025-11-05,,,,reel,no
428,https://www.youtube.com/shorts/x9oGI57r1Ws,top semanal @senseialma x9oGI57r1Ws,youtube,@senseialma,2025-08-29,,,,short,no
429,https://www.youtube.com/shorts/TTdO1rH5nag,top semanal @elsenseireel TTdO1rH5nag,youtube,@elsenseireel,2025-11-05,,,,short,no
430,https://www.youtube.com/shorts/FXvkdKJZyE4,top semanal @senseialma FXvkdKJZyE4,youtube,@senseialma,2025-08-22,,,,short,no
431,https://www.youtube.com/shorts/mFhImZG7Px4,top semanal @relojesdelsensei mFhImZG7Px4,youtube,@relojesdelsensei,2025-08-01,,,,short,no
432,https://www.youtube.com/shorts/leamY24dpwA,top semanal @lasprimasdelsensei leamY24dpwA,youtube,@lasprimasdelsensei,2025-11-19,,,,short,no
433,https://www.instagram.com/p/DPMeRWQjRKl/,top semanal cuenta sin dato DPMeRWQjRKl,instagram,SIN DATO (CM: Fabiola),2025-09-26,,,,reel,no
434,https://www.youtube.com/shorts/YwEuBKKmp8c,top semanal @relojesdelsensei YwEuBKKmp8c,youtube,@relojesdelsensei,2025-08-15,,,,short,no
435,https://www.youtube.com/shorts/ixF3HJFpoHs,top semanal @elrealsensei ixF3HJFpoHs,youtube,@elrealsensei,2025-11-19,,,,short,no
436,https://www.youtube.com/shorts/MZnSRLVl1k8,top semanal @relojesdelsensei MZnSRLVl1k8,youtube,@relojesdelsensei,2025-08-08,,,,short,no
437,https://www.youtube.com/shorts/-MRn-cBqqrU,top semanal @relojesdelsensei -MRn-cBqqrU,youtube,@relojesdelsensei,2025-09-19,,,,short,no
438,https://www.instagram.com/p/DO9COYlCUbd/,top semanal cuenta sin dato DO9COYlCUbd,instagram,SIN DATO (CM: Fabiola),2025-09-19,,,,reel,no
439,https://www.instagram.com/reel/DQPORYvDZVs/,top semanal cuenta sin dato DQPORYvDZVs,instagram,SIN DATO (CM: Fabiola),2025-10-22,,,,reel,no
440,https://www.youtube.com/shorts/FZUy7hMZBT0,top semanal @senseielprofesor FZUy7hMZBT0,youtube,@senseielprofesor,2025-11-12,,,,short,no
441,https://www.tiktok.com/@senseielsabio/video/7536632485413702917,top semanal @senseielsabio 7536632485413702917,tiktok,@senseielsabio,2025-08-08,,,,tiktok,no
442,https://www.instagram.com/p/DQCh8uiDeui/,top semanal cuenta sin dato DQCh8uiDeui,instagram,SIN DATO (CM: Fabiola),2025-10-16,,,,reel,no
443,https://www.instagram.com/p/DOB5NWfAQ5h/,top semanal cuenta sin dato DOB5NWfAQ5h,instagram,SIN DATO (CM: Fabiola),2025-08-29,,,,reel,no
444,https://youtu.be/biTXDm5X1tg,top semanal @senseicontenidos,youtube,@senseicontenidos,2025-11-12,,,,short,no
445,https://www.instagram.com/reel/DRaDtOgCb65/,top semanal @senseirich_ DRaDtOgCb65,instagram,@senseirich_,2025-11-19,,,,reel,no
446,https://www.youtube.com/shorts/4kBwMgDZ5n8,top semanal @senseialma 4kBwMgDZ5n8,youtube,@senseialma,2025-08-15,,,,short,no
447,https://vt.tiktok.com/ZSUo2c2yM,top semanal @frasesdelsensei ZSUo2c2yM,tiktok,@frasesdelsensei,2025-08-22,,,,tiktok,no
448,https://vt.tiktok.com/ZSyLDBe12,top semanal @lasprimasdelsensei ZSyLDBe12,tiktok,@lasprimasdelsensei,2025-10-22,,,,tiktok,no
449,https://www.instagram.com/reel/DRfO0r9gJtC/,top semanal cuenta sin dato DRfO0r9gJtC,instagram,SIN DATO (CM: Valeria),2025-11-19,,,,reel,no
450,https://www.youtube.com/shorts/0MAR-Kupnas,top semanal @senseielcoach 0MAR-Kupnas,youtube,@senseielcoach,2025-09-26,,,,short,no
451,https://www.youtube.com/shorts/BydWIPFVT7A,top semanal @senseialma BydWIPFVT7A,youtube,@senseialma,2025-09-05,,,,short,no
452,https://www.instagram.com/p/DQzD7zRjVTN/,top semanal cuenta sin dato DQzD7zRjVTN,instagram,SIN DATO (CM: Fabiola),2025-11-05,,,,reel,no
453,https://www.youtube.com/shorts/b0kbgz0a8AM,top semanal @senseialma b0kbgz0a8AM,youtube,@senseialma,2025-09-12,,,,short,no
454,https://www.instagram.com/reel/DQo_5O5jrkM/,top semanal @senseirich_ DQo_5O5jrkM,instagram,@senseirich_,2025-10-29,,,,reel,no
455,https://www.youtube.com/shorts/f4_5NhHg2WA,top semanal @habitosdelsensei f4_5NhHg2WA,youtube,@habitosdelsensei,2025-11-19,,,,short,no
456,https://www.instagram.com/p/DQcMd49jUom/,top semanal cuenta sin dato DQcMd49jUom,instagram,SIN DATO (CM: Fabiola),2025-10-29,,,,reel,no
457,https://www.youtube.com/shorts/X7m2yXRIF0c,top semanal @senseisinpelo X7m2yXRIF0c,youtube,@senseisinpelo,2025-10-09,,,,short,no
458,https://www.youtube.com/shorts/t0g557L443k,top semanal @frasesdelsensei t0g557L443k,youtube,@frasesdelsensei,2025-11-05,,,,short,no
459,https://www.youtube.com/shorts/6cyxeUWIRIc,top semanal @senseielcoach 6cyxeUWIRIc,youtube,@senseielcoach,2025-10-22,,,,short,no
460,https://www.youtube.com/shorts/SndL-GZTgJs,top semanal @senseielcoach SndL-GZTgJs,youtube,@senseielcoach,2025-10-29,,,,short,no
461,https://www.instagram.com/reel/DND55vVR8dn/,top semanal cuenta sin dato DND55vVR8dn,instagram,SIN DATO (CM: Valeria),2025-08-01,,,,reel,no
462,https://www.youtube.com/shorts/xLKxNkt2Jc8,top semanal @habitosdelsensei xLKxNkt2Jc8,youtube,@habitosdelsensei,2025-10-29,,,,short,no
463,https://youtu.be/brAe2XzsceY,top semanal @senseicontenidos,youtube,@senseicontenidos,2025-11-05,,,,short,no
464,https://www.instagram.com/p/DPEi82PDlzi/,top semanal cuenta sin dato DPEi82PDlzi,instagram,SIN DATO (CM: Fabiola),2025-09-26,,,,reel,no
465,https://www.instagram.com/reel/DNld7b5pt5S/,top semanal cuenta sin dato DNld7b5pt5S,instagram,SIN DATO (CM: Valeria),2025-08-15,,,,reel,no
466,https://www.youtube.com/shorts/LoERZ7yjpY8,top semanal @senseielcoach LoERZ7yjpY8,youtube,@senseielcoach,2025-11-12,,,,short,no
467,https://www.youtube.com/shorts/MIHWw8LLowk,top semanal @relojesdelsensei MIHWw8LLowk,youtube,@relojesdelsensei,2025-08-22,,,,short,no
468,https://www.instagram.com/reel/DN_IPqXjgWy/,top semanal cuenta sin dato DN_IPqXjgWy,instagram,SIN DATO (CM: Valeria),2025-08-29,,,,reel,no
469,https://www.youtube.com/shorts/gAbiXqI6NKs,top semanal @elsenseiexplica gAbiXqI6NKs,youtube,@elsenseiexplica,2025-10-09,,,,short,no
470,https://www.instagram.com/p/DPwb8o1DXM3/,top semanal cuenta sin dato DPwb8o1DXM3,instagram,SIN DATO (CM: Fabiola),2025-10-09,,,,reel,no
471,https://www.youtube.com/shorts/qBisy2s5Z9E,top semanal @senseielprofesor qBisy2s5Z9E,youtube,@senseielprofesor,2025-11-26,,,,short,no
472,https://www.youtube.com/shorts/umb9a1LciTo,top semanal @senseielprofesor umb9a1LciTo,youtube,@senseielprofesor,2025-10-16,,,,short,no
473,https://www.youtube.com/shorts/U2Iy3QsTfEQ,top semanal @senseielprofesor U2Iy3QsTfEQ,youtube,@senseielprofesor,2025-09-19,,,,short,no
474,https://www.tiktok.com/t/ZTMQBS9cP,top semanal @elsenseiexplica t,tiktok,@elsenseiexplica,2025-08-22,,,,tiktok,no
475,https://youtu.be/tbTxu34859Y,top semanal @Lavozdelsensei,youtube,@Lavozdelsensei,2025-10-29,,,,short,no
476,https://www.instagram.com/reel/DQhSONDCYxn/,top semanal cuenta sin dato DQhSONDCYxn,instagram,SIN DATO (CM: María),2025-10-29,,,,reel,no
477,https://vt.tiktok.com/ZSUKQhKWQ,top semanal @Lavozdelsensei ZSUKQhKWQ,tiktok,@Lavozdelsensei,2025-08-15,,,,tiktok,no
478,https://www.youtube.com/shorts/l9DH0h6lO1o,top semanal @alestilodelsensei l9DH0h6lO1o,youtube,@alestilodelsensei,2025-10-02,,,,short,no
479,https://www.instagram.com/reel/DNyNxc1XG5k/,top semanal cuenta sin dato DNyNxc1XG5k,instagram,SIN DATO (CM: Valeria),2025-08-22,,,,reel,no
480,https://www.youtube.com/shorts/dNeZnyRmVcE,top semanal @relojesdelsensei dNeZnyRmVcE,youtube,@relojesdelsensei,2025-09-12,,,,short,no
481,https://www.tiktok.com/t/ZTMQks81S,top semanal @elrealsensei t,tiktok,@elrealsensei,2025-08-01,,,,tiktok,no
482,https://vt.tiktok.com/ZSyLDQqWq,top semanal @senseimentalidad ZSyLDQqWq,tiktok,@senseimentalidad,2025-10-22,,,,tiktok,no
483,https://www.youtube.com/shorts/k4q6wJsrgPk,top semanal @relojesdelsensei k4q6wJsrgPk,youtube,@relojesdelsensei,2025-09-05,,,,short,no
484,https://youtu.be/4FiIvGL07zA,top semanal @Lavozdelsensei,youtube,@Lavozdelsensei,2025-11-05,,,,short,no
485,https://www.youtube.com/shorts/xS61UgFH1U8,top semanal @frasesdelsensei xS61UgFH1U8,youtube,@frasesdelsensei,2025-09-26,,,,short,no
486,https://www.tiktok.com/@senseielsabio/video/7540711834962152709,top semanal @senseielsabio 7540711834962152709,tiktok,@senseielsabio,2025-08-15,,,,tiktok,no
487,https://www.instagram.com/reel/DOgum6gjpCy/,top semanal cuenta sin dato DOgum6gjpCy,instagram,SIN DATO (CM: Valeria),2025-09-12,,,,reel,no
488,https://www.instagram.com/reel/DNlVyrDOX6b/,top semanal cuenta sin dato DNlVyrDOX6b,instagram,SIN DATO (CM: Valeria),2025-08-15,,,,reel,no
489,https://www.youtube.com/shorts/5rCzVb-Wj70,top semanal @relojesdelsensei 5rCzVb-Wj70,youtube,@relojesdelsensei,2025-08-29,,,,short,no
490,https://youtu.be/ix3ZPEqI2D4,top semanal @alestilodelsensei,youtube,@alestilodelsensei,2025-11-05,,,,short,no
491,https://www.youtube.com/shorts/6-zlqCmRyFQ,top semanal @elsenseiexplica 6-zlqCmRyFQ,youtube,@elsenseiexplica,2025-10-02,,,,short,no
492,https://www.instagram.com/reel/DOOoDfrDj29/,top semanal cuenta sin dato DOOoDfrDj29,instagram,SIN DATO (CM: Valeria),2025-09-05,,,,reel,no
493,https://www.instagram.com/reel/DPCD7S5DTDq/,top semanal cuenta sin dato DPCD7S5DTDq,instagram,SIN DATO (CM: Valeria),2025-09-19,,,,reel,no
494,https://vt.tiktok.com/ZSyP3D3Vu,top semanal @senseimentalidad ZSyP3D3Vu,tiktok,@senseimentalidad,,,,,tiktok,no
495,https://www.youtube.com/shorts/4uA0v4XbrIg,top semanal @elrealsensei 4uA0v4XbrIg,youtube,@elrealsensei,2025-10-29,,,,short,no
496,https://www.instagram.com/reel/DOtxPfbkdvq/,top semanal cuenta sin dato DOtxPfbkdvq,instagram,SIN DATO (CM: Kelly),2025-09-12,,,,reel,no
497,https://youtu.be/9auBhGftAGk,top semanal @senseifit,youtube,@senseifit,2025-11-26,,,,short,no
498,https://vt.tiktok.com/ZSy5YXfQp,top semanal @senseifit ZSy5YXfQp,tiktok,@senseifit,2025-10-29,,,,tiktok,no
499,https://youtu.be/3SIPV-htCRA,top semanal @Lavozdelsensei,youtube,@Lavozdelsensei,2025-11-12,,,,short,no
500,https://youtu.be/lHkEI7PYpc0,top semanal @alestilodelsensei,youtube,@alestilodelsensei,2025-10-16,,,,short,no
501,https://www.instagram.com/reel/DNBYXDGOSCq/,top semanal cuenta sin dato DNBYXDGOSCq,instagram,SIN DATO (CM: Valeria),2025-08-01,,,,reel,no
502,https://www.youtube.com/shorts/I2-vsrmMY84,top semanal @elrealsensei I2-vsrmMY84,youtube,@elrealsensei,2025-10-02,,,,short,no
503,https://www.tiktok.com/@senseielsabio/video/7542935143422430469,top semanal @senseielsabio 7542935143422430469,tiktok,@senseielsabio,2025-08-22,,,,tiktok,no
504,https://www.youtube.com/shorts/rQPCxID14pE,top semanal @habitosdelsensei rQPCxID14pE,youtube,@habitosdelsensei,2025-09-19,,,,short,no
505,https://vt.tiktok.com/ZSUEuoJe5,top semanal @alestilodelsensei ZSUEuoJe5,tiktok,@alestilodelsensei,2025-09-19,,,,tiktok,no
506,https://www.youtube.com/shorts/5aox7yfkThg,top semanal @senseielprofesor 5aox7yfkThg,youtube,@senseielprofesor,2025-11-19,,,,short,no
507,https://www.instagram.com/reel/DNGasNuOaiz/,top semanal cuenta sin dato DNGasNuOaiz,instagram,SIN DATO (CM: Valeria),2025-08-08,,,,reel,no
508,https://www.instagram.com/p/DPUC9rljljc/,top semanal cuenta sin dato DPUC9rljljc,instagram,SIN DATO (CM: Fabiola),2025-10-02,,,,reel,no
509,https://www.instagram.com/reel/DRfUWx9gYgN/,top semanal cuenta sin dato DRfUWx9gYgN,instagram,SIN DATO (CM: Fabiola),2025-11-19,,,,reel,no
510,https://www.instagram.com/reel/DRcnDaziXBZ/,top semanal cuenta sin dato DRcnDaziXBZ,instagram,SIN DATO (CM: Valeria),2025-11-19,,,,reel,no
511,https://www.youtube.com/shorts/LwB9Dlyq2F0,top semanal @senseisinpelo LwB9Dlyq2F0,youtube,@senseisinpelo,2025-10-02,,,,short,no
512,https://www.youtube.com/shorts/2-RsRuweKBk,top semanal @senseielprofesor 2-RsRuweKBk,youtube,@senseielprofesor,2025-08-08,,,,short,no
513,https://www.youtube.com/shorts/QnJTh2vLYec,top semanal @senseisinpelo QnJTh2vLYec,youtube,@senseisinpelo,2025-09-19,,,,short,no
514,https://vt.tiktok.com/ZSU9LFgQa,top semanal @elsenseiexplica ZSU9LFgQa,tiktok,@elsenseiexplica,2025-10-09,,,,tiktok,no
515,https://youtu.be/2LUX5VAoQjc,top semanal @alestilodelsensei,youtube,@alestilodelsensei,2025-09-26,,,,short,no
516,https://www.youtube.com/shorts/JWDkQv60vd0,top semanal @frasesdelsensei JWDkQv60vd0,youtube,@frasesdelsensei,2025-11-12,,,,short,no
517,https://www.youtube.com/shorts/dnTQT8Ba2ew,top semanal @senseialma dnTQT8Ba2ew,youtube,@senseialma,2025-10-09,,,,short,no
518,https://vt.tiktok.com/ZSUr1M5T8,top semanal @elsenseiexplica ZSUr1M5T8,tiktok,@elsenseiexplica,2025-10-02,,,,tiktok,no
519,https://www.instagram.com/reel/DRpZwkCjtCg/,top semanal cuenta sin dato DRpZwkCjtCg,instagram,SIN DATO (CM: Valeria),2025-11-26,,,,reel,no
520,https://vt.tiktok.com/ZSUMoHJ5R,top semanal @elsenseiexplica ZSUMoHJ5R,tiktok,@elsenseiexplica,2025-09-26,,,,tiktok,no
521,https://www.youtube.com/shorts/thjNmfTqYJw,top semanal @senseisinpelo thjNmfTqYJw,youtube,@senseisinpelo,2025-10-16,,,,short,no
522,https://www.tiktok.com/@senseielsabio/video/7552575222172503308,top semanal @senseielsabio 7552575222172503308,tiktok,@senseielsabio,2025-09-19,,,,tiktok,no
523,https://www.tiktok.com/@senseisinpelo_/video/7537379187036802360,top semanal @senseisinpelo 7537379187036802360,tiktok,@senseisinpelo,2025-08-08,,,,tiktok,no
524,https://www.youtube.com/shorts/t9XOyvc6d_g,top semanal @senseirich_ t9XOyvc6d_g,youtube,@senseirich_,2025-10-29,,,,short,no
525,https://www.instagram.com/reel/DPMaB6eDi6T/,top semanal cuenta sin dato DPMaB6eDi6T,instagram,SIN DATO (CM: Valeria),2025-09-26,,,,reel,no
526,https://youtu.be/nKxIxzKLe4M,top semanal @senseicontenidos,youtube,@senseicontenidos,2025-10-22,,,,short,no
527,https://www.youtube.com/shorts/KvwQlAt5bjw,top semanal @senseielsabio KvwQlAt5bjw,youtube,@senseielsabio,2025-10-02,,,,short,no
528,https://www.youtube.com/shorts/lmdm45GvudY,top semanal @frasesdelsensei lmdm45GvudY,youtube,@frasesdelsensei,2025-10-02,,,,short,no
529,https://www.instagram.com/reel/DM2sx9DsDAT/,top semanal cuenta sin dato DM2sx9DsDAT,instagram,SIN DATO (CM: María),2025-08-01,,,,reel,no
530,https://www.instagram.com/reel/DM8T-Mvu7uk/,top semanal cuenta sin dato DM8T-Mvu7uk,instagram,SIN DATO (CM: Kelly),2025-08-01,,,,reel,no
531,https://youtu.be/woMG1gFRYFE,top semanal @senseicontenidos,youtube,@senseicontenidos,2025-09-26,,,,short,no
532,https://www.tiktok.com/@senseielsabio/video/7544800053018266885,top semanal @senseielsabio 7544800053018266885,tiktok,@senseielsabio,2025-08-29,,,,tiktok,no
533,https://www.tiktok.com/@senseielsabio/video/7548500939817192709,top semanal @senseielsabio 7548500939817192709,tiktok,@senseielsabio,2025-09-05,,,,tiktok,no
534,https://www.youtube.com/shorts/o9cSDYCk9b4,top semanal @elrealsensei o9cSDYCk9b4,youtube,@elrealsensei,2025-09-26,,,,short,no
535,https://www.youtube.com/shorts/NpZGBeZIS3Q,top semanal @senseideverdad NpZGBeZIS3Q,youtube,@senseideverdad,2025-09-23,,,,short,no
536,https://youtu.be/3JROzGjL8UY,top semanal @Lavozdelsensei,youtube,@Lavozdelsensei,2025-09-26,,,,short,no
537,https://youtu.be/eI1hXu1siL4,top semanal @senseifit,youtube,@senseifit,2025-10-09,,,,short,no
538,https://www.youtube.com/shorts/raxAqs9ytnU,top semanal @senseialma raxAqs9ytnU,youtube,@senseialma,2025-10-29,,,,short,no
539,https://vt.tiktok.com/ZSU9LsAV9,top semanal @elrealsensei ZSU9LsAV9,tiktok,@elrealsensei,2025-10-09,,,,tiktok,no
540,https://www.tiktok.com/t/ZTMQBaMxb,top semanal @elsenseiexplica t,tiktok,@elsenseiexplica,2025-08-08,,,,tiktok,no
541,https://www.youtube.com/shorts/woMG1gFRYFE,top semanal @senseicontenidos woMG1gFRYFE,youtube,@senseicontenidos,2025-10-02,,,,short,no
542,https://www.youtube.com/shorts/PdPjmBQwGYo,top semanal @senseielprofesor PdPjmBQwGYo,youtube,@senseielprofesor,2025-08-01,,,,short,no
543,https://youtu.be/RK5wDgFS_lI,top semanal @senseideverdad,youtube,@senseideverdad,2025-09-26,,,,short,no
544,https://www.youtube.com/shorts/Dk3ICpv0Kkc,top semanal @elrealsensei Dk3ICpv0Kkc,youtube,@elrealsensei,2025-10-22,,,,short,no
545,https://vt.tiktok.com/ZSyLQRoWm,top semanal @senseifit ZSyLQRoWm,tiktok,@senseifit,2025-10-22,,,,tiktok,no
546,https://www.tiktok.com/@senseielsabio/video/7551092237522816312,top semanal @senseielsabio 7551092237522816312,tiktok,@senseielsabio,2025-09-12,,,,tiktok,no
547,https://www.youtube.com/shorts/P47ZM-520A4,top semanal @senseialma P47ZM-520A4,youtube,@senseialma,2025-11-26,,,,short,no
548,https://www.youtube.com/shorts/dBKJSwpYjkI,top semanal @senseisinpelo dBKJSwpYjkI,youtube,@senseisinpelo,2025-08-29,,,,short,no
549,https://www.youtube.com/shorts/ThXy-pEtPKA,top semanal @senseialma ThXy-pEtPKA,youtube,@senseialma,2025-11-12,,,,short,no
550,https://www.instagram.com/p/DP4Q8DQCW_J/,top semanal cuenta sin dato DP4Q8DQCW_J,instagram,SIN DATO (CM: Fabiola),2025-10-16,,,,reel,no
551,https://www.youtube.com/shorts/dY08m7jVZe4,top semanal @frasesdelsensei dY08m7jVZe4,youtube,@frasesdelsensei,2025-11-26,,,,short,no
552,https://www.youtube.com/shorts/wISRrtaysfo,top semanal @senseisinpelo wISRrtaysfo,youtube,@senseisinpelo,2025-10-22,,,,short,no
553,https://youtu.be/ALIsYuEonOI,top semanal @alestilodelsensei,youtube,@alestilodelsensei,2025-11-12,,,,short,no
554,https://www.youtube.com/shorts/1pwR51xuZYA,top semanal @senseialma 1pwR51xuZYA,youtube,@senseialma,2025-11-05,,,,short,no
555,https://www.youtube.com/shorts/KyUi35RZCYI,top semanal @Lavozdelsensei KyUi35RZCYI,youtube,@Lavozdelsensei,2025-10-02,,,,short,no
556,https://vt.tiktok.com/ZSynJ5Grk,top semanal @senseimentalidad ZSynJ5Grk,tiktok,@senseimentalidad,2025-11-05,,,,tiktok,no
557,https://www.youtube.com/shorts/Sw7Cm_IPw98,top semanal @senseialma Sw7Cm_IPw98,youtube,@senseialma,2025-12-03,,,,short,no
558,https://vt.tiktok.com/ZSUKV1FCJ,top semanal @Lavozdelsensei ZSUKV1FCJ,tiktok,@Lavozdelsensei,2025-09-05,,,,tiktok,no
559,https://www.youtube.com/shorts/98arJJOneMU,top semanal @senseielprofesor 98arJJOneMU,youtube,@senseielprofesor,2025-08-15,,,,short,no
560,https://www.youtube.com/shorts/wi-g_djc8fg,top semanal @senseialma wi-g_djc8fg,youtube,@senseialma,2025-09-19,,,,short,no
561,https://www.instagram.com/reel/DOWBq0HDcs0/,top semanal cuenta sin dato DOWBq0HDcs0,instagram,SIN DATO (CM: Kelly),2025-09-05,,,,reel,no
562,https://www.youtube.com/shorts/2zRRU9cjA4o,top semanal @lasprimasdelsensei 2zRRU9cjA4o,youtube,@lasprimasdelsensei,2025-10-29,,,,short,no
563,https://vt.tiktok.com/ZSfNDLYL2,top semanal @senseimentalidad ZSfNDLYL2,tiktok,@senseimentalidad,2025-11-12,,,,tiktok,no
564,https://www.youtube.com/shorts/cLOatpkYi5Y,top semanal @senseialma cLOatpkYi5Y,youtube,@senseialma,2025-10-16,,,,short,no
565,https://www.youtube.com/shorts/oqYSrWXwTtc,top semanal @senseideverdad oqYSrWXwTtc,youtube,@senseideverdad,2025-10-02,,,,short,no
566,https://www.instagram.com/reel/DNhNUbss_wA/,top semanal cuenta sin dato DNhNUbss_wA,instagram,SIN DATO (CM: María),2025-08-15,,,,reel,no
567,https://vt.tiktok.com/ZSU7bwyUP,top semanal @elrealsensei ZSU7bwyUP,tiktok,@elrealsensei,2025-10-16,,,,tiktok,no
568,https://www.instagram.com/reel/DRX9gksEZC1/,top semanal cuenta sin dato DRX9gksEZC1,instagram,SIN DATO (CM: María),2025-11-19,,,,reel,no
569,https://vt.tiktok.com/ZSUr1cSat,top semanal @elrealsensei ZSUr1cSat,tiktok,@elrealsensei,2025-09-26,,,,tiktok,no
570,https://www.youtube.com/shorts/f4rLT3UFIXg,top semanal @senseielprofesor f4rLT3UFIXg,youtube,@senseielprofesor,2025-10-09,,,,short,no
571,https://www.instagram.com/reel/DN-tCUNjOyg/,top semanal cuenta sin dato DN-tCUNjOyg,instagram,SIN DATO (CM: María),2025-08-29,,,,reel,no
572,https://www.youtube.com/shorts/tqYVdHWAO7o,top semanal @senseielprofesor tqYVdHWAO7o,youtube,@senseielprofesor,2025-08-22,,,,short,no
573,https://vt.tiktok.com/ZSUr1946w,top semanal @elrealsensei ZSUr1946w,tiktok,@elrealsensei,2025-10-02,,,,tiktok,no
574,https://www.instagram.com/reel/DNsy5g62Ot3/,top semanal cuenta sin dato DNsy5g62Ot3,instagram,SIN DATO (CM: María),2025-08-22,,,,reel,no
