n,url,titulo,plataforma,cuenta,fecha,views,likes,comments,formato,transcripto
1,https://vm.tiktok.com/ZMAXhYBm6,top semanal @senseielcoach ZMAXhYBm6,tiktok,@senseielcoach,2025-10-09,,,,tiktok,no
2,https://vm.tiktok.com/ZMA9vrVeF,top semanal @senseielcoach ZMA9vrVeF,tiktok,@senseielcoach,2025-10-02,,,,tiktok,no
3,https://www.youtube.com/shorts/9AKEHMFFP8A,top semanal @senseielcoach 9AKEHMFFP8A,youtube,@senseielcoach,2025-08-01,,,,short,no
4,https://vm.tiktok.com/ZMAqmMgxR,top semanal @senseirich_ ZMAqmMgxR,tiktok,@senseirich_,2025-10-16,,,,tiktok,no
5,https://vm.tiktok.com/ZMAXhmuhX,top semanal @senseirich_ ZMAXhmuhX,tiktok,@senseirich_,2025-10-09,,,,tiktok,no
6,https://vm.tiktok.com/ZMAgk5FG9,top semanal @carrosdelsensei ZMAgk5FG9,tiktok,@carrosdelsensei,2025-09-05,,,,tiktok,no
7,https://www.tiktok.com/@relojesdelsensei/video/7566307642499484935,top semanal @relojesdelsensei 7566307642499484935,tiktok,@relojesdelsensei,2025-10-22,,,,tiktok,no
8,https://www.tiktok.com/@relojesdelsensei/video/7562228444730281224,top semanal @relojesdelsensei 7562228444730281224,tiktok,@relojesdelsensei,2025-10-16,,,,tiktok,no
9,https://vm.tiktok.com/ZMA9vNnhs,top semanal @carrosdelsensei ZMA9vNnhs,tiktok,@carrosdelsensei,2025-10-02,,,,tiktok,no
10,https://vm.tiktok.com/ZMAqmeofH,top semanal @senseielcoach ZMAqmeofH,tiktok,@senseielcoach,2025-10-16,,,,tiktok,no
11,https://vm.tiktok.com/ZMAqmNpRJ,top semanal @carrosdelsensei ZMAqmNpRJ,tiktok,@carrosdelsensei,2025-10-16,,,,tiktok,no
12,https://www.youtube.com/shorts/Hcf0xsBlDJU,top semanal @carrosdelsensei Hcf0xsBlDJU,youtube,@carrosdelsensei,2025-08-01,,,,short,no
13,https://www.youtube.com/shorts/Ymuuy7Tghr4,top semanal @elsenseireel Ymuuy7Tghr4,youtube,@elsenseireel,2025-10-09,,,,short,no
14,https://vm.tiktok.com/ZMAtVAcjc,top semanal @senseielcoach ZMAtVAcjc,tiktok,@senseielcoach,2025-10-29,,,,tiktok,no
15,https://www.youtube.com/shorts/QAEyfUyHcTo,top semanal @senseirich_ QAEyfUyHcTo,youtube,@senseirich_,2025-11-12,,,,short,no
16,https://www.youtube.com/shorts/RPEDR5SKd5c,top semanal @carrosdelsensei RPEDR5SKd5c,youtube,@carrosdelsensei,2025-11-19,,,,short,no
17,https://www.youtube.com/shorts/16gkE46YFi8,top semanal @senseirich_ 16gkE46YFi8,youtube,@senseirich_,2025-11-19,,,,short,no
18,https://vm.tiktok.com/ZMA9vMfJV,top semanal @carrosdelsensei ZMA9vMfJV,tiktok,@carrosdelsensei,2025-09-26,,,,tiktok,no
19,https://vm.tiktok.com/ZMAghCfEs,top semanal @senseielcoach ZMAghCfEs,tiktok,@senseielcoach,2025-08-01,,,,tiktok,no
20,https://www.youtube.com/shorts/AaxP2M-GUkA,top semanal @carrosdelsensei AaxP2M-GUkA,youtube,@carrosdelsensei,2025-10-22,,,,short,no
21,https://www.youtube.com/shorts/2RiWKVg8ztQ,top semanal @carrosdelsensei 2RiWKVg8ztQ,youtube,@carrosdelsensei,2025-10-02,,,,short,no
22,https://www.instagram.com/reel/DPt0pmADsHs/,top semanal cuenta sin dato DPt0pmADsHs,instagram,SIN DATO (CM: Valeria),2025-10-09,,,,reel,no
23,https://www.instagram.com/reel/DPeVTLDjnG7/,top semanal cuenta sin dato DPeVTLDjnG7,instagram,SIN DATO (CM: Valeria),2025-10-02,,,,reel,no
24,https://vm.tiktok.com/ZMAghb9fh,top semanal @senseielcoach ZMAghb9fh,tiktok,@senseielcoach,2025-08-08,,,,tiktok,no
25,https://vm.tiktok.com/ZMAXr3TSE,top semanal @carrosdelsensei ZMAXr3TSE,tiktok,@carrosdelsensei,2025-10-09,,,,tiktok,no
26,https://www.youtube.com/shorts/1LNi1DdOf4k,top semanal @carrosdelsensei 1LNi1DdOf4k,youtube,@carrosdelsensei,2025-11-26,,,,short,no
27,https://vm.tiktok.com/ZMA9cjKo8,top semanal @senseirich_ ZMA9cjKo8,tiktok,@senseirich_,2025-10-08,,,,tiktok,no
28,https://www.youtube.com/shorts/RW-k14b_F4o,top semanal @senseirich_ RW-k14b_F4o,youtube,@senseirich_,2025-11-26,,,,short,no
29,https://www.instagram.com/reel/DQzVSewjuyB/,top semanal cuenta sin dato DQzVSewjuyB,instagram,SIN DATO (CM: Valeria),2025-11-05,,,,reel,no
30,https://www.tiktok.com/@relojesdelsensei/video/7568169892805872903,top semanal @relojesdelsensei 7568169892805872903,tiktok,@relojesdelsensei,2025-10-29,,,,tiktok,no
31,https://www.instagram.com/reel/DQKL1KgDhmj/,top semanal cuenta sin dato DQKL1KgDhmj,instagram,SIN DATO (CM: Valeria),2025-10-22,,,,reel,no
32,https://www.instagram.com/reel/DQhZiU5Du3l/,top semanal cuenta sin dato DQhZiU5Du3l,instagram,SIN DATO (CM: Valeria),2025-10-29,,,,reel,no
33,https://www.instagram.com/reel/DPHJJd_Dpch/,top semanal cuenta sin dato DPHJJd_Dpch,instagram,SIN DATO (CM: Valeria),2025-09-26,,,,reel,no
34,https://vm.tiktok.com/ZMAgksXqV,top semanal @carrosdelsensei ZMAgksXqV,tiktok,@carrosdelsensei,2025-09-19,,,,tiktok,no
35,https://vm.tiktok.com/ZMAp32gUM,top semanal @senseielcoach ZMAp32gUM,tiktok,@senseielcoach,2025-10-22,,,,tiktok,no
36,https://www.instagram.com/reel/DP6tw3tDtVi/,top semanal cuenta sin dato DP6tw3tDtVi,instagram,SIN DATO (CM: Valeria),2025-10-16,,,,reel,no
37,https://www.youtube.com/shorts/dziiGjcM0yg,top semanal @carrosdelsensei dziiGjcM0yg,youtube,@carrosdelsensei,2025-10-29,,,,short,no
38,https://www.tiktok.com/@senseielsabio/video/7561128008644414776,top semanal @senseielsabio 7561128008644414776,tiktok,@senseielsabio,2025-10-16,,,,tiktok,no
39,https://www.youtube.com/shorts/CMq9z5SawWM,top semanal @carrosdelsensei CMq9z5SawWM,youtube,@carrosdelsensei,2025-09-12,,,,short,no
40,https://www.instagram.com/reel/DOls3TWDmEY/,top semanal cuenta sin dato DOls3TWDmEY,instagram,SIN DATO (CM: Valeria),2025-09-12,,,,reel,no
41,https://www.youtube.com/shorts/NPQJqNFOtvA,top semanal @senseirich_ NPQJqNFOtvA,youtube,@senseirich_,2025-11-05,,,,short,no
42,https://vm.tiktok.com/ZMAghwbTv,top semanal @carrosdelsensei ZMAghwbTv,tiktok,@carrosdelsensei,2025-08-01,,,,tiktok,no
43,https://www.instagram.com/reel/DO1KWr5jtP3/,top semanal cuenta sin dato DO1KWr5jtP3,instagram,SIN DATO (CM: Valeria),2025-09-19,,,,reel,no
44,https://vm.tiktok.com/ZMAgBJ7qw,top semanal @carrosdelsensei ZMAgBJ7qw,tiktok,@carrosdelsensei,2025-09-12,,,,tiktok,no
45,https://vm.tiktok.com/ZMAghDSna,top semanal @senseielcoach ZMAghDSna,tiktok,@senseielcoach,2025-08-15,,,,tiktok,no
46,https://vm.tiktok.com/ZMAgShSqh,top semanal @senseirich_ ZMAgShSqh,tiktok,@senseirich_,2025-09-05,,,,tiktok,no
47,https://vm.tiktok.com/ZMAKetQJp,top semanal @senseielcoach ZMAKetQJp,tiktok,@senseielcoach,2025-11-19,,,,tiktok,no
48,https://vm.tiktok.com/ZMAtVX16k,top semanal @carrosdelsensei ZMAtVX16k,tiktok,@carrosdelsensei,2025-10-29,,,,tiktok,no
49,https://www.youtube.com/shorts/d8Oi9MyM4W0,top semanal @carrosdelsensei d8Oi9MyM4W0,youtube,@carrosdelsensei,2025-09-19,,,,short,no
50,https://vt.tiktok.com/ZSUEuF7v2,top semanal @alestilodelsensei ZSUEuF7v2,tiktok,@alestilodelsensei,2025-09-05,,,,tiktok,no
51,https://vm.tiktok.com/ZMAghwRbV,top semanal @senseielcoach ZMAghwRbV,tiktok,@senseielcoach,2025-09-05,,,,tiktok,no
52,https://vt.tiktok.com/ZSU7NoB7g,top semanal @habitosdelsensei ZSU7NoB7g,tiktok,@habitosdelsensei,2025-10-16,,,,tiktok,no
53,https://www.instagram.com/reel/DOjIlwgDUnF/,top semanal @frasesdelcalvito DOjIlwgDUnF,instagram,@frasesdelcalvito,2025-10-12,,,,reel,no
54,https://vm.tiktok.com/ZMAghwsAY,top semanal @carrosdelsensei ZMAghwsAY,tiktok,@carrosdelsensei,2025-08-08,,,,tiktok,no
55,https://www.tiktok.com/@elsenseiprofe/video/7561876247375088914,top semanal @senseielprofesor 7561876247375088914,tiktok,@senseielprofesor,2025-10-16,,,,tiktok,no
56,https://www.tiktok.com/@relojesdelsensei/video/7578163700352240903,top semanal @relojesdelsensei 7578163700352240903,tiktok,@relojesdelsensei,2025-11-26,,,,tiktok,no
57,https://www.youtube.com/shorts/oBZnT6d--TQ,top semanal @elsenseireel oBZnT6d--TQ,youtube,@elsenseireel,2025-10-02,,,,short,no
58,https://vt.tiktok.com/ZSUK6w9Xu,top semanal @senseialma ZSUK6w9Xu,tiktok,@senseialma,2025-08-01,,,,tiktok,no
59,https://vt.tiktok.com/ZSUKRYxqQ,top semanal @habitosdelsensei ZSUKRYxqQ,tiktok,@habitosdelsensei,2025-09-05,,,,tiktok,no
60,https://vt.tiktok.com/ZSUWkvxQ6,top semanal @frasesdelsensei ZSUWkvxQ6,tiktok,@frasesdelsensei,2025-10-16,,,,tiktok,no
61,https://www.youtube.com/shorts/7pBBCN9RtPA,top semanal @senseielcoach 7pBBCN9RtPA,youtube,@senseielcoach,2025-08-22,,,,short,no
62,https://www.youtube.com/shorts/L8J_HGIOL5M,top semanal @carrosdelsensei L8J_HGIOL5M,youtube,@carrosdelsensei,2025-08-22,,,,short,no
63,https://www.instagram.com/reel/DPJt7JCjHmf/,top semanal @frasesdelcalvito DPJt7JCjHmf,instagram,@frasesdelcalvito,2025-09-26,,,,reel,no
64,https://www.instagram.com/reel/DN8i7s1jX7o/,top semanal @frasesdelcalvito DN8i7s1jX7o,instagram,@frasesdelcalvito,2025-08-29,,,,reel,no
65,https://www.instagram.com/reel/DOJZW2OAIX-/,top semanal cuenta sin dato DOJZW2OAIX-,instagram,SIN DATO (CM: Valeria),2025-08-29,,,,reel,no
66,https://www.instagram.com/reel/DO6RPNBjX7M/,top semanal @frasesdelcalvito DO6RPNBjX7M,instagram,@frasesdelcalvito,2025-09-19,,,,reel,no
67,https://www.youtube.com/shorts/O2cuVmxnLMk,top semanal @carrosdelsensei O2cuVmxnLMk,youtube,@carrosdelsensei,2025-11-05,,,,short,no
68,https://vm.tiktok.com/ZMAghoerf,top semanal @senseielcoach ZMAghoerf,tiktok,@senseielcoach,2025-08-22,,,,tiktok,no
69,https://vt.tiktok.com/ZSfWbKL7w,top semanal @lasprimasdelsensei ZSfWbKL7w,tiktok,@lasprimasdelsensei,2025-11-26,,,,tiktok,no
70,https://vt.tiktok.com/ZSUMoUXLB,top semanal @habitosdelsensei ZSUMoUXLB,tiktok,@habitosdelsensei,2025-10-02,,,,tiktok,no
71,https://vt.tiktok.com/ZSUr188V3,top semanal @senseimentalidad ZSUr188V3,tiktok,@senseimentalidad,2025-10-02,,,,tiktok,no
72,https://www.tiktok.com/@elsenseiprofe/video/7559653779600117048,top semanal @senseielprofesor 7559653779600117048,tiktok,@senseielprofesor,2025-10-09,,,,tiktok,no
73,https://www.tiktok.com/@relojesdelsensei/video/7538500215087615288,top semanal @relojesdelsensei 7538500215087615288,tiktok,@relojesdelsensei,2025-08-08,,,,tiktok,no
74,https://www.youtube.com/shorts/B9K6mRKlzxI,top semanal @carrosdelsensei B9K6mRKlzxI,youtube,@carrosdelsensei,2025-08-15,,,,short,no
75,https://www.instagram.com/reel/DRaAWA2jm_k/,top semanal cuenta sin dato DRaAWA2jm_k,instagram,SIN DATO (CM: Valeria),2025-11-19,,,,reel,no
76,https://www.youtube.com/shorts/j5JBHTGxVaY,top semanal @senseielcoach j5JBHTGxVaY,youtube,@senseielcoach,2025-10-09,,,,short,no
77,https://www.instagram.com/reel/DNJF6IZA8Eu/,top semanal cuenta sin dato DNJF6IZA8Eu,instagram,SIN DATO (CM: Valeria),2025-08-08,,,,reel,no
78,https://www.youtube.com/shorts/MdQZ4QqesHo,top semanal @carrosdelsensei MdQZ4QqesHo,youtube,@carrosdelsensei,2025-10-09,,,,short,no
79,https://www.instagram.com/reel/DPWm8gaDfPQ/,top semanal @frasesdelcalvito DPWm8gaDfPQ,instagram,@frasesdelcalvito,2025-10-02,,,,reel,no
80,https://vm.tiktok.com/ZMA7k57eo,top semanal @senseielcoach ZMA7k57eo,tiktok,@senseielcoach,2025-11-05,,,,tiktok,no
81,https://vt.tiktok.com/ZSU98A3Xm,top semanal @frasesdelsensei ZSU98A3Xm,tiktok,@frasesdelsensei,2025-10-09,,,,tiktok,no
82,https://www.tiktok.com/@relojesdelsensei/video/7535886660999941382,top semanal @relojesdelsensei 7535886660999941382,tiktok,@relojesdelsensei,2025-08-01,,,,tiktok,no
83,https://www.tiktok.com/@relojesdelsensei/video/7576727031233236242,top semanal @relojesdelsensei 7576727031233236242,tiktok,@relojesdelsensei,2025-11-19,,,,tiktok,no
84,https://www.youtube.com/shorts/OkDYRGnrpok,top semanal @relojesdelsensei OkDYRGnrpok,youtube,@relojesdelsensei,2025-10-22,,,,short,no
85,https://www.youtube.com/shorts/NW4NMzfZbzs,top semanal @senseielcoach NW4NMzfZbzs,youtube,@senseielcoach,2025-08-29,,,,short,no
86,https://www.instagram.com/reel/DRX9Bv-DrWu/,top semanal @habitosdelsensei DRX9Bv-DrWu,instagram,@habitosdelsensei,2025-11-19,,,,reel,no
87,https://vm.tiktok.com/ZMAosn1x2,top semanal @carrosdelsensei ZMAosn1x2,tiktok,@carrosdelsensei,2025-11-26,,,,tiktok,no
88,https://www.youtube.com/shorts/N0icUPedtb8,top semanal @carrosdelsensei N0icUPedtb8,youtube,@carrosdelsensei,2025-11-12,,,,short,no
89,https://vt.tiktok.com/ZSyLDDxAP,top semanal @habitosdelsensei ZSyLDDxAP,tiktok,@habitosdelsensei,2025-10-22,,,,tiktok,no
90,https://www.tiktok.com/@relojesdelsensei/video/7572946527438654738,top semanal @relojesdelsensei 7572946527438654738,tiktok,@relojesdelsensei,2025-11-12,,,,tiktok,no
91,https://vm.tiktok.com/ZMAgk5QT2,top semanal @carrosdelsensei ZMAgk5QT2,tiktok,@carrosdelsensei,2025-08-29,,,,tiktok,no
92,https://www.youtube.com/shorts/Z5bssHi3Gos,top semanal @elsenseireel Z5bssHi3Gos,youtube,@elsenseireel,2025-09-26,,,,short,no
93,https://vm.tiktok.com/ZMAp3a8Xc,top semanal @carrosdelsensei ZMAp3a8Xc,tiktok,@carrosdelsensei,2025-10-22,,,,tiktok,no
94,https://www.instagram.com/p/DNORLwyJBX0/,top semanal cuenta sin dato DNORLwyJBX0,instagram,SIN DATO (CM: Fabiola),2025-08-08,,,,reel,no
95,https://www.youtube.com/shorts/7PRXfUF18ls,top semanal @carrosdelsensei 7PRXfUF18ls,youtube,@carrosdelsensei,2025-10-16,,,,short,no
96,https://www.youtube.com/shorts/KRV5J8Tu1UM,top semanal @carrosdelsensei KRV5J8Tu1UM,youtube,@carrosdelsensei,2025-09-05,,,,short,no
97,https://www.instagram.com/p/DOOpesXjp1l/,top semanal cuenta sin dato DOOpesXjp1l,instagram,SIN DATO (CM: Fabiola),2025-09-05,,,,reel,no
98,https://www.tiktok.com/@relojesdelsensei/video/7558144560572960056,top semanal @relojesdelsensei 7558144560572960056,tiktok,@relojesdelsensei,2025-10-02,,,,tiktok,no
99,https://vm.tiktok.com/ZMA7kjPxm,top semanal @carrosdelsensei ZMA7kjPxm,tiktok,@carrosdelsensei,2025-11-05,,,,tiktok,no
100,https://www.tiktok.com/@relojesdelsensei/video/7571527652826254599,top semanal @relojesdelsensei 7571527652826254599,tiktok,@relojesdelsensei,2025-11-05,,,,tiktok,no
101,https://vt.tiktok.com/ZSUwo3Bs9,top semanal @habitosdelsensei ZSUwo3Bs9,tiktok,@habitosdelsensei,2025-08-01,,,,tiktok,no
102,https://vt.tiktok.com/ZSP2Bqpwp,top semanal @lasprimasdelsensei ZSP2Bqpwp,tiktok,@lasprimasdelsensei,2025-12-03,,,,tiktok,no
103,https://www.tiktok.com/@relojesdelsensei/video/7559651841139592504,top semanal @relojesdelsensei 7559651841139592504,tiktok,@relojesdelsensei,2025-10-09,,,,tiktok,no
104,https://www.instagram.com/p/DNiw5XWub5w/,top semanal cuenta sin dato DNiw5XWub5w,instagram,SIN DATO (CM: Fabiola),2025-08-15,,,,reel,no
105,https://www.instagram.com/p/DOY10EkDtGX/,top semanal cuenta sin dato DOY10EkDtGX,instagram,SIN DATO (CM: Fabiola),2025-09-05,,,,reel,no
106,https://www.tiktok.com/@senseisinpelo_/video/7551092996784016646,top semanal @senseisinpelo 7551092996784016646,tiktok,@senseisinpelo,2025-09-12,,,,tiktok,no
107,https://www.instagram.com/reel/DPoqN9yEXrt/,top semanal @frasesdelcalvito DPoqN9yEXrt,instagram,@frasesdelcalvito,2025-10-09,,,,reel,no
108,https://www.instagram.com/p/DOMJ_T4CfL9/,top semanal cuenta sin dato DOMJ_T4CfL9,instagram,SIN DATO (CM: Fabiola),2025-08-29,,,,reel,no
109,https://vt.tiktok.com/ZSUKqtfSC,top semanal @senseicontenidos ZSUKqtfSC,tiktok,@senseicontenidos,2025-08-22,,,,tiktok,no
110,https://vm.tiktok.com/ZMAgSdpXo,top semanal @senseirich_ ZMAgSdpXo,tiktok,@senseirich_,2025-09-12,,,,tiktok,no
111,https://www.youtube.com/shorts/dUon5oZmaFQ,top semanal @carrosdelsensei dUon5oZmaFQ,youtube,@carrosdelsensei,2025-09-26,,,,short,no
112,https://www.instagram.com/reel/DPWpEtugO2n/,top semanal cuenta sin dato DPWpEtugO2n,instagram,SIN DATO (CM: Valeria),2025-10-02,,,,reel,no
113,https://www.instagram.com/p/DNvqkJbXI3W/,top semanal cuenta sin dato DNvqkJbXI3W,instagram,SIN DATO (CM: Fabiola),2025-08-22,,,,reel,no
114,https://www.instagram.com/reel/DOd8gtFDd4Y/,top semanal @frasesdelcalvito DOd8gtFDd4Y,instagram,@frasesdelcalvito,2025-09-05,,,,reel,no
115,https://www.instagram.com/reel/DPhCjjFkWVw/,top semanal cuenta sin dato DPhCjjFkWVw,instagram,SIN DATO (CM: Valeria),2025-10-02,,,,reel,no
116,https://www.tiktok.com/@relojesdelsensei/video/7580771316303711495,top semanal @relojesdelsensei 7580771316303711495,tiktok,@relojesdelsensei,2025-12-03,,,,tiktok,no
117,https://www.instagram.com/reel/DNle6hFgc7L/,top semanal cuenta sin dato DNle6hFgc7L,instagram,SIN DATO (CM: Valeria),2025-08-15,,,,reel,no
118,https://www.instagram.com/reel/DN3W2x92vmM/,top semanal @frasesdelcalvito DN3W2x92vmM,instagram,@frasesdelcalvito,2025-08-22,,,,reel,no
119,https://vt.tiktok.com/ZSUKL3hAW,top semanal @senseimentalidad ZSUKL3hAW,tiktok,@senseimentalidad,2025-09-05,,,,tiktok,no
120,https://vm.tiktok.com/ZMAgkJbha,top semanal @senseielcoach ZMAgkJbha,tiktok,@senseielcoach,2025-08-29,,,,tiktok,no
121,https://vm.tiktok.com/ZMAgkFY7N,top semanal @senseielcoach ZMAgkFY7N,tiktok,@senseielcoach,2025-09-12,,,,tiktok,no
122,https://vm.tiktok.com/ZMAtVCqbf,top semanal @senseirich_ ZMAtVCqbf,tiktok,@senseirich_,2025-10-29,,,,tiktok,no
123,https://vm.tiktok.com/ZMAp3j9X7,top semanal @senseirich_ ZMAp3j9X7,tiktok,@senseirich_,2025-10-22,,,,tiktok,no
124,https://vm.tiktok.com/ZMAgkSvxF,top semanal @carrosdelsensei ZMAgkSvxF,tiktok,@carrosdelsensei,2025-08-15,,,,tiktok,no
125,https://vm.tiktok.com/ZMA3raUdy,top semanal @senseielcoach ZMA3raUdy,tiktok,@senseielcoach,2025-11-12,,,,tiktok,no
126,https://vt.tiktok.com/ZSU9RnevE,top semanal @senseialma ZSU9RnevE,tiktok,@senseialma,2025-08-08,,,,tiktok,no
127,https://vm.tiktok.com/ZMAosqC75,top semanal @senseielcoach ZMAosqC75,tiktok,@senseielcoach,2025-11-26,,,,tiktok,no
128,https://www.tiktok.com/@relojesdelsensei/video/7555558274964245816,top semanal @relojesdelsensei 7555558274964245816,tiktok,@relojesdelsensei,2025-09-26,,,,tiktok,no
129,https://www.instagram.com/reel/DOjN7EcgNZE/,top semanal cuenta sin dato DOjN7EcgNZE,instagram,SIN DATO (CM: Valeria),2025-08-18,,,,reel,no
130,https://www.instagram.com/reel/DOO3pl6kZUZ/,top semanal cuenta sin dato DOO3pl6kZUZ,instagram,SIN DATO (CM: Valeria),2025-09-05,,,,reel,no
131,https://www.youtube.com/shorts/2vELCMolSRU,top semanal @elsenseireel 2vELCMolSRU,youtube,@elsenseireel,2025-08-01,,,,short,no
132,https://vt.tiktok.com/ZSUKR9TvX,top semanal @habitosdelsensei ZSUKR9TvX,tiktok,@habitosdelsensei,2025-09-12,,,,tiktok,no
133,https://vm.tiktok.com/ZMAKev1wu,top semanal @carrosdelsensei ZMAKev1wu,tiktok,@carrosdelsensei,2025-11-19,,,,tiktok,no
134,https://www.instagram.com/reel/DPCC4pRAGV5/,top semanal cuenta sin dato DPCC4pRAGV5,instagram,SIN DATO (CM: Valeria),2025-09-19,,,,reel,no
135,https://www.instagram.com/reel/DPMU-kXgJXm/,top semanal cuenta sin dato DPMU-kXgJXm,instagram,SIN DATO (CM: Valeria),2025-09-26,,,,reel,no
136,https://www.instagram.com/p/DOOlE7aEYUJ/,top semanal @librosdelsensei DOOlE7aEYUJ,instagram,@librosdelsensei,2025-09-05,,,,reel,no
137,https://www.instagram.com/reel/DP9WNzUjUhL/,top semanal @frasesdelcalvito DP9WNzUjUhL,instagram,@frasesdelcalvito,2025-10-16,,,,reel,no
138,https://www.tiktok.com/@relojesdelsensei/video/7539988572250656056,top semanal @relojesdelsensei 7539988572250656056,tiktok,@relojesdelsensei,2025-08-15,,,,tiktok,no
139,https://vm.tiktok.com/ZMAgkDNhq,top semanal @carrosdelsensei ZMAgkDNhq,tiktok,@carrosdelsensei,2025-08-22,,,,tiktok,no
140,https://www.tiktok.com/@elsenseiprofe/video/7548141562077728006,top semanal @senseielprofesor 7548141562077728006,tiktok,@senseielprofesor,2025-09-05,,,,tiktok,no
141,https://www.instagram.com/reel/DPtyEskADpk/,top semanal cuenta sin dato DPtyEskADpk,instagram,SIN DATO (CM: Valeria),2025-10-09,,,,reel,no
142,https://vt.tiktok.com/ZSUEnxUa8,top semanal @senseialma ZSUEnxUa8,tiktok,@senseialma,2025-09-12,,,,tiktok,no
143,https://www.youtube.com/shorts/VHBK4fOc2dA,top semanal @elsenseireel VHBK4fOc2dA,youtube,@elsenseireel,2025-09-19,,,,short,no
144,https://www.instagram.com/reel/DNyO2MawHbe/,top semanal cuenta sin dato DNyO2MawHbe,instagram,SIN DATO (CM: Valeria),2025-08-22,,,,reel,no
145,https://www.youtube.com/shorts/xGb7WT8rJRc,top semanal @elsenseireel xGb7WT8rJRc,youtube,@elsenseireel,2025-08-08,,,,short,no
146,https://vt.tiktok.com/ZSyPcEC4c,top semanal @habitosdelsensei ZSyPcEC4c,tiktok,@habitosdelsensei,,,,,tiktok,no
147,https://www.instagram.com/reel/DQUb6DbkT-k/,top semanal @frasesdelcalvito DQUb6DbkT-k,instagram,@frasesdelcalvito,2025-10-22,,,,reel,no
148,https://www.instagram.com/reel/DRH3xD6jrrj/,top semanal @habitosdelsensei DRH3xD6jrrj,instagram,@habitosdelsensei,2025-11-12,,,,reel,no
149,https://vt.tiktok.com/ZSU92xpGW,top semanal @senseicontenidos ZSU92xpGW,tiktok,@senseicontenidos,2025-10-09,,,,tiktok,no
150,https://vt.tiktok.com/ZSUKNxgWc,top semanal @senseimentalidad ZSUKNxgWc,tiktok,@senseimentalidad,2025-09-19,,,,tiktok,no
151,https://vm.tiktok.com/ZMA9v5urC,top semanal @senseirich_ ZMA9v5urC,tiktok,@senseirich_,2025-09-26,,,,tiktok,no
152,https://www.tiktok.com/@librosdelsensei/video/7534787092266716422,top semanal @librosdelsensei 7534787092266716422,tiktok,@librosdelsensei,2025-08-01,,,,tiktok,no
153,https://www.instagram.com/p/DOykCa-EbzV/,top semanal @librosdelsensei DOykCa-EbzV,instagram,@librosdelsensei,2025-09-19,,,,reel,no
154,https://vt.tiktok.com/ZSUMvQGsB,top semanal @senseicontenidos ZSUMvQGsB,tiktok,@senseicontenidos,2025-10-02,,,,tiktok,no
155,https://www.tiktok.com/@elsenseiprofe/video/7558888571919142156,top semanal @senseielprofesor 7558888571919142156,tiktok,@senseielprofesor,2025-10-02,,,,tiktok,no
156,https://vt.tiktok.com/ZSUMKNwAD,top semanal @senseimentalidad ZSUMKNwAD,tiktok,@senseimentalidad,2025-09-26,,,,tiktok,no
157,https://www.youtube.com/shorts/FcsIcW77kNs,top semanal @elsenseireel FcsIcW77kNs,youtube,@elsenseireel,2025-09-12,,,,short,no
158,https://vt.tiktok.com/ZSUMwTVot,top semanal @habitosdelsensei ZSUMwTVot,tiktok,@habitosdelsensei,2025-09-26,,,,tiktok,no
159,https://www.tiktok.com/@senseisinpelo_/video/7561881210977389836,top semanal @senseisinpelo 7561881210977389836,tiktok,@senseisinpelo,2025-10-16,,,,tiktok,no
160,https://www.instagram.com/p/DN8idiRkTXR/,top semanal cuenta sin dato DN8idiRkTXR,instagram,SIN DATO (CM: Fabiola),2025-08-29,,,,reel,no
161,https://www.instagram.com/reel/DPy6iwkkQxJ/,top semanal cuenta sin dato DPy6iwkkQxJ,instagram,SIN DATO (CM: María),2025-10-09,,,,reel,no
162,https://vt.tiktok.com/ZSUr1v7vB,top semanal @senseialma ZSUr1v7vB,tiktok,@senseialma,2025-10-02,,,,tiktok,no
163,https://www.tiktok.com/@librosdelsensei/video/7568168277650705671,top semanal @librosdelsensei 7568168277650705671,tiktok,@librosdelsensei,2025-10-29,,,,tiktok,no
164,https://www.tiktok.com/@relojesdelsensei/video/7542559392911183110,top semanal @relojesdelsensei 7542559392911183110,tiktok,@relojesdelsensei,2025-08-22,,,,tiktok,no
165,https://www.instagram.com/p/DNyLyZ84tb6/,top semanal @librosdelsensei DNyLyZ84tb6,instagram,@librosdelsensei,2025-08-22,,,,reel,no
166,https://www.instagram.com/p/DNgShjrxhiT/,top semanal cuenta sin dato DNgShjrxhiT,instagram,SIN DATO (CM: Fabiola),2025-08-15,,,,reel,no
167,https://vt.tiktok.com/ZSUKdVeYn,top semanal @habitosdelsensei ZSUKdVeYn,tiktok,@habitosdelsensei,2025-08-29,,,,tiktok,no
168,https://www.instagram.com/reel/DQhRA5JkWPb/,top semanal @frasesdelcalvito DQhRA5JkWPb,instagram,@frasesdelcalvito,2025-10-29,,,,reel,no
169,https://www.instagram.com/reel/DNTWgdwtx_2/,top semanal @frasesdelcalvito DNTWgdwtx_2,instagram,@frasesdelcalvito,2025-08-08,,,,reel,no
170,https://www.tiktok.com/@elsenseiprofe/video/7534791960905731334,top semanal @senseielprofesor 7534791960905731334,tiktok,@senseielprofesor,2025-08-01,,,,tiktok,no
171,https://www.youtube.com/shorts/YJpocX3u02U,top semanal @relojesdelsensei YJpocX3u02U,youtube,@relojesdelsensei,2025-10-16,,,,short,no
172,https://vm.tiktok.com/ZMAKe4RcE,top semanal @senseirich_ ZMAKe4RcE,tiktok,@senseirich_,2025-11-19,,,,tiktok,no
